年（和暦）,年（西暦）,月,種別,性別,数・率
令和５,2023,1,市外移動_転出,総数,9321
令和５,2023,1,市外移動_転出,男,4989
令和５,2023,1,市外移動_転出,女,4332
令和５,2023,1,市内移動_転入,総数,4653
令和５,2023,1,市内移動_転入,男,2329
令和５,2023,1,市内移動_転入,女,2324
令和５,2023,1,市内移動_転出,総数,4650
令和５,2023,1,市内移動_転出,男,2328
令和５,2023,1,市内移動_転出,女,2322
令和５,2023,1,その他増減,総数,-6
令和５,2023,1,その他増減,男,-47
令和５,2023,1,その他増減,女,41
令和５,2023,1,自然増減,総数,-2383
令和５,2023,1,自然増減,男,-1291
令和５,2023,1,自然増減,女,-1092
令和５,2023,1,出生,総数,1897
令和５,2023,1,出生,男,943
令和５,2023,1,出生,女,954
令和５,2023,1,死亡,総数,4280
令和５,2023,1,死亡,男,2234
令和５,2023,1,死亡,女,2046
令和５,2023,1,人口増減率,,-0.06887
令和５,2023,1,社会増減率,,-0.00565
令和５,2023,1,自然増減率,,-0.06322
令和５,2023,2,世帯数増減,,35
令和５,2023,2,人口増減,総数,-1728
令和５,2023,2,人口増減,男,-961
令和５,2023,2,人口増減,女,-767
令和５,2023,2,社会増減,総数,-129
令和５,2023,2,社会増減,男,-66
令和５,2023,2,社会増減,女,-63
令和５,2023,2,市外移動_転入,総数,10045
令和５,2023,2,市外移動_転入,男,5432
令和５,2023,2,市外移動_転入,女,4613
令和５,2023,2,市外移動_転出,総数,10183
令和５,2023,2,市外移動_転出,男,5455
令和５,2023,2,市外移動_転出,女,4728
令和５,2023,2,市内移動_転入,総数,5426
令和５,2023,2,市内移動_転入,男,2733
令和５,2023,2,市内移動_転入,女,2693
令和５,2023,2,市内移動_転出,総数,5426
令和５,2023,2,市内移動_転出,男,2733
令和５,2023,2,市内移動_転出,女,2693
令和５,2023,2,その他増減,総数,9
令和５,2023,2,その他増減,男,-43
令和５,2023,2,その他増減,女,52
令和５,2023,2,自然増減,総数,-1599
令和５,2023,2,自然増減,男,-895
令和５,2023,2,自然増減,女,-704
令和５,2023,2,出生,総数,1757
令和５,2023,2,出生,男,890
令和５,2023,2,出生,女,867
令和５,2023,2,死亡,総数,3356
令和５,2023,2,死亡,男,1785
令和５,2023,2,死亡,女,1571
令和５,2023,2,人口増減率,,-0.04587
令和５,2023,2,社会増減率,,-0.00342
令和５,2023,2,自然増減率,,-0.04245
令和５,2023,3,世帯数増減,,9136
令和５,2023,3,人口増減,総数,3393
令和５,2023,3,人口増減,男,1416
令和５,2023,3,人口増減,女,1977
令和５,2023,3,社会増減,総数,4902
令和５,2023,3,社会増減,男,2243
令和５,2023,3,社会増減,女,2659
令和５,2023,3,市外移動_転入,総数,28323
令和５,2023,3,市外移動_転入,男,15034
令和５,2023,3,市外移動_転入,女,13289
令和５,2023,3,市外移動_転出,総数,23614
令和５,2023,3,市外移動_転出,男,12845
令和５,2023,3,市外移動_転出,女,10769
令和５,2023,3,市内移動_転入,総数,8099
令和５,2023,3,市内移動_転入,男,4075
令和５,2023,3,市内移動_転入,女,4024
令和５,2023,3,市内移動_転出,総数,8097
令和５,2023,3,市内移動_転出,男,4073
令和５,2023,3,市内移動_転出,女,4024
令和５,2023,3,その他増減,総数,191
令和５,2023,3,その他増減,男,52
令和５,2023,3,その他増減,女,139
令和５,2023,3,自然増減,総数,-1509
令和５,2023,3,自然増減,男,-827
令和５,2023,3,自然増減,女,-682
令和５,2023,3,出生,総数,1860
令和５,2023,3,出生,男,947
令和５,2023,3,出生,女,913
令和５,2023,3,死亡,総数,3369
令和５,2023,3,死亡,男,1774
令和５,2023,3,死亡,女,1595
令和５,2023,3,人口増減率,,0.09011
令和５,2023,3,社会増減率,,0.13019
令和５,2023,3,自然増減率,,-0.04008
令和５,2023,4,世帯数増減,,5747
令和５,2023,4,人口増減,総数,5516
令和５,2023,4,人口増減,男,2849
令和５,2023,4,人口増減,女,2667
令和５,2023,4,社会増減,総数,6708
令和５,2023,4,社会増減,男,3517
令和５,2023,4,社会増減,女,3191
令和５,2023,4,市外移動_転入,総数,18474
令和５,2023,4,市外移動_転入,男,10016
令和５,2023,4,市外移動_転入,女,8458
令和５,2023,4,市外移動_転出,総数,11881
令和５,2023,4,市外移動_転出,男,6535
令和５,2023,4,市外移動_転出,女,5346
令和５,2023,4,市内移動_転入,総数,6242
令和５,2023,4,市内移動_転入,男,3137
令和５,2023,4,市内移動_転入,女,3105
令和５,2023,4,市内移動_転出,総数,6240
令和５,2023,4,市内移動_転出,男,3135
令和５,2023,4,市内移動_転出,女,3105
令和５,2023,4,その他増減,総数,113
令和５,2023,4,その他増減,男,34
令和５,2023,4,その他増減,女,79
令和５,2023,4,自然増減,総数,-1192
令和５,2023,4,自然増減,男,-668
令和５,2023,4,自然増減,女,-524
令和５,2023,4,出生,総数,1667
令和５,2023,4,出生,男,838
令和５,2023,4,出生,女,829
令和５,2023,4,死亡,総数,2859
令和５,2023,4,死亡,男,1506
令和５,2023,4,死亡,女,1353
令和５,2023,4,人口増減率,,0.14636
令和５,2023,4,社会増減率,,0.17799
令和５,2023,4,自然増減率,,-0.03163
令和５,2023,5,世帯数増減,,1480
令和５,2023,5,人口増減,総数,431
令和５,2023,5,人口増減,男,137
令和５,2023,5,人口増減,女,294
令和５,2023,5,社会増減,総数,1516
令和５,2023,5,社会増減,男,717
令和５,2023,5,社会増減,女,799
令和５,2023,5,市外移動_転入,総数,11849
令和５,2023,5,市外移動_転入,男,6450
令和５,2023,5,市外移動_転入,女,5399
令和５,2023,5,市外移動_転出,総数,10308
令和５,2023,5,市外移動_転出,男,5709
令和５,2023,5,市外移動_転出,女,4599
令和５,2023,5,市内移動_転入,総数,5673
令和５,2023,5,市内移動_転入,男,2831
令和５,2023,5,市内移動_転入,女,2842
令和５,2023,5,市内移動_転出,総数,5671
令和５,2023,5,市内移動_転出,男,2830
令和５,2023,5,市内移動_転出,女,2841
令和５,2023,5,その他増減,総数,-27
令和５,2023,5,その他増減,男,-25
令和５,2023,5,その他増減,女,-2
令和５,2023,5,自然増減,総数,-1085
令和５,2023,5,自然増減,男,-580
令和５,2023,5,自然増減,女,-505
令和５,2023,5,出生,総数,2049
令和５,2023,5,出生,男,1073
令和５,2023,5,出生,女,976
令和５,2023,5,死亡,総数,3134
令和５,2023,5,死亡,男,1653
令和５,2023,5,死亡,女,1481
令和５,2023,5,人口増減率,,0.01142
令和５,2023,5,社会増減率,,0.04017
令和５,2023,5,自然増減率,,-0.02875
令和５,2023,6,世帯数増減,,348
令和５,2023,6,人口増減,総数,-1009
令和５,2023,6,人口増減,男,-504
令和５,2023,6,人口増減,女,-505
令和５,2023,6,社会増減,総数,26
令和５,2023,6,社会増減,男,37
令和５,2023,6,社会増減,女,-11
令和５,2023,6,市外移動_転入,総数,10341
令和５,2023,6,市外移動_転入,男,5652
令和５,2023,6,市外移動_転入,女,4689
令和５,2023,6,市外移動_転出,総数,10381
令和５,2023,6,市外移動_転出,男,5605
令和５,2023,6,市外移動_転出,女,4776
令和５,2023,6,市内移動_転入,総数,5227
令和５,2023,6,市内移動_転入,男,2612
令和５,2023,6,市内移動_転入,女,2615
令和５,2023,6,市内移動_転出,総数,5225
令和５,2023,6,市内移動_転出,男,2611
令和５,2023,6,市内移動_転出,女,2614
令和５,2023,6,その他増減,総数,64
令和５,2023,6,その他増減,男,-11
令和５,2023,6,その他増減,女,75
令和５,2023,6,自然増減,総数,-1035
令和５,2023,6,自然増減,男,-541
令和５,2023,6,自然増減,女,-494
令和５,2023,6,出生,総数,1895
令和５,2023,6,出生,男,1001
令和５,2023,6,出生,女,894
令和５,2023,6,死亡,総数,2930
令和５,2023,6,死亡,男,1542
令和５,2023,6,死亡,女,1388
令和５,2023,6,人口増減率,,-0.02673
令和５,2023,6,社会増減率,,0.00069
令和５,2023,6,自然増減率,,-0.02742
令和５,2023,7,世帯数増減,,660
令和５,2023,7,人口増減,総数,-199
令和５,2023,7,人口増減,男,-219
令和５,2023,7,人口増減,女,20
令和５,2023,7,社会増減,総数,653
令和５,2023,7,社会増減,男,307
令和５,2023,7,社会増減,女,346
令和５,2023,7,市外移動_転入,総数,10975
令和５,2023,7,市外移動_転入,男,5851
令和５,2023,7,市外移動_転入,女,5124
令和５,2023,7,市外移動_転出,総数,10453
令和５,2023,7,市外移動_転出,男,5604
令和５,2023,7,市外移動_転出,女,4849
令和５,2023,7,市内移動_転入,総数,5276
令和５,2023,7,市内移動_転入,男,2714
令和５,2023,7,市内移動_転入,女,2562
令和５,2023,7,市内移動_転出,総数,5274
令和５,2023,7,市内移動_転出,男,2713
令和５,2023,7,市内移動_転出,女,2561
令和５,2023,7,その他増減,総数,129
令和５,2023,7,その他増減,男,59
令和５,2023,7,その他増減,女,70
令和５,2023,7,自然増減,総数,-852
令和５,2023,7,自然増減,男,-526
令和５,2023,7,自然増減,女,-326
令和５,2023,7,出生,総数,2062
令和５,2023,7,出生,男,1058
令和５,2023,7,出生,女,1004
令和５,2023,7,死亡,総数,2914
令和５,2023,7,死亡,男,1584
令和５,2023,7,死亡,女,1330
令和５,2023,7,人口増減率,,-0.00527
令和５,2023,7,社会増減率,,0.0173
令和５,2023,7,自然増減率,,-0.02258
令和５,2023,8,世帯数増減,,-91
令和５,2023,8,人口増減,総数,-963
令和５,2023,8,人口増減,男,-806
令和５,2023,8,人口増減,女,-157
令和５,2023,8,社会増減,総数,288
令和５,2023,8,社会増減,男,-37
令和５,2023,8,社会増減,女,325
令和５,2023,8,市外移動_転入,総数,10407
令和５,2023,8,市外移動_転入,男,5436
令和５,2023,8,市外移動_転入,女,4971
令和５,2023,8,市外移動_転出,総数,10221
令和５,2023,8,市外移動_転出,男,5507
令和５,2023,8,市外移動_転出,女,4714
令和５,2023,8,市内移動_転入,総数,5421
令和５,2023,8,市内移動_転入,男,2795
令和５,2023,8,市内移動_転入,女,2626
令和５,2023,8,市内移動_転出,総数,5420
令和５,2023,8,市内移動_転出,男,2795
令和５,2023,8,市内移動_転出,女,2625
令和５,2023,8,その他増減,総数,101
令和５,2023,8,その他増減,男,34
令和５,2023,8,その他増減,女,67
令和５,2023,8,自然増減,総数,-1251
令和５,2023,8,自然増減,男,-769
令和５,2023,8,自然増減,女,-482
令和５,2023,8,出生,総数,2099
令和５,2023,8,出生,男,1085
令和５,2023,8,出生,女,1014
令和５,2023,8,死亡,総数,3350
令和５,2023,8,死亡,男,1854
令和５,2023,8,死亡,女,1496
令和５,2023,8,人口増減率,,-0.02552
令和５,2023,8,社会増減率,,0.00763
令和５,2023,8,自然増減率,,-0.03315
令和５,2023,9,世帯数増減,,739
令和５,2023,9,人口増減,総数,-674
令和５,2023,9,人口増減,男,-626
令和５,2023,9,人口増減,女,-48
令和５,2023,9,社会増減,総数,670
令和５,2023,9,社会増減,男,247
令和５,2023,9,社会増減,女,423
令和５,2023,9,市外移動_転入,総数,10233
令和５,2023,9,市外移動_転入,男,5509
令和５,2023,9,市外移動_転入,女,4724
令和５,2023,9,市外移動_転出,総数,9687
令和５,2023,9,市外移動_転出,男,5319
令和５,2023,9,市外移動_転出,女,4368
令和５,2023,9,市内移動_転入,総数,4635
令和５,2023,9,市内移動_転入,男,2415
令和５,2023,9,市内移動_転入,女,2220
令和５,2023,9,市内移動_転出,総数,4636
令和５,2023,9,市内移動_転出,男,2416
令和５,2023,9,市内移動_転出,女,2220
令和５,2023,9,その他増減,総数,125
令和５,2023,9,その他増減,男,58
令和５,2023,9,その他増減,女,67
令和５,2023,9,自然増減,総数,-1344
令和５,2023,9,自然増減,男,-873
令和５,2023,9,自然増減,女,-471
令和５,2023,9,出生,総数,1883
令和５,2023,9,出生,男,904
令和５,2023,9,出生,女,979
令和５,2023,9,死亡,総数,3227
令和５,2023,9,死亡,男,1777
令和５,2023,9,死亡,女,1450
令和５,2023,9,人口増減率,,-0.01787
令和５,2023,9,社会増減率,,0.01776
令和５,2023,9,自然増減率,,-0.03563
令和５,2023,10,世帯数増減,,890
令和５,2023,10,人口増減,総数,-155
令和５,2023,10,人口増減,男,-25
令和５,2023,10,人口増減,女,-130
令和５,2023,10,社会増減,総数,1305
令和５,2023,10,社会増減,男,726
令和５,2023,10,社会増減,女,579
令和５,2023,10,市外移動_転入,総数,10749
令和５,2023,10,市外移動_転入,男,5883
令和５,2023,10,市外移動_転入,女,4866
令和５,2023,10,市外移動_転出,総数,9516
令和５,2023,10,市外移動_転出,男,5192
令和５,2023,10,市外移動_転出,女,4324
令和５,2023,10,市内移動_転入,総数,5384
令和５,2023,10,市内移動_転入,男,2718
令和５,2023,10,市内移動_転入,女,2666
令和５,2023,10,市内移動_転出,総数,5383
令和５,2023,10,市内移動_転出,男,2717
令和５,2023,10,市内移動_転出,女,2666
令和５,2023,10,その他増減,総数,71
令和５,2023,10,その他増減,男,34
令和５,2023,10,その他増減,女,37
令和５,2023,10,自然増減,総数,-1460
令和５,2023,10,自然増減,男,-751
令和５,2023,10,自然増減,女,-709
令和５,2023,10,出生,総数,2054
令和５,2023,10,出生,男,1069
令和５,2023,10,出生,女,985
令和５,2023,10,死亡,総数,3514
令和５,2023,10,死亡,男,1820
令和５,2023,10,死亡,女,1694
令和５,2023,10,人口増減率,,-0.00411
令和５,2023,10,社会増減率,,0.0346
令和５,2023,10,自然増減率,,-0.03871
令和５,2023,11,世帯数増減,,-76
令和５,2023,11,人口増減,総数,-1432
令和５,2023,11,人口増減,男,-627
令和５,2023,11,人口増減,女,-805
令和５,2023,11,社会増減,総数,-36
令和５,2023,11,社会増減,男,128
令和５,2023,11,社会増減,女,-164
令和５,2023,11,市外移動_転入,総数,8988
令和５,2023,11,市外移動_転入,男,4865
令和５,2023,11,市外移動_転入,女,4123
令和５,2023,11,市外移動_転出,総数,9109
令和５,2023,11,市外移動_転出,男,4775
令和５,2023,11,市外移動_転出,女,4334
令和５,2023,11,市内移動_転入,総数,5397
令和５,2023,11,市内移動_転入,男,2735
令和５,2023,11,市内移動_転入,女,2662
令和５,2023,11,市内移動_転出,総数,5396
令和５,2023,11,市内移動_転出,男,2734
令和５,2023,11,市内移動_転出,女,2662
令和５,2023,11,その他増減,総数,84
令和５,2023,11,その他増減,男,37
令和５,2023,11,その他増減,女,47
令和５,2023,11,自然増減,総数,-1396
令和５,2023,11,自然増減,男,-755
令和５,2023,11,自然増減,女,-641
令和５,2023,11,出生,総数,1860
令和５,2023,11,出生,男,946
令和５,2023,11,出生,女,914
令和５,2023,11,死亡,総数,3256
令和５,2023,11,死亡,男,1701
令和５,2023,11,死亡,女,1555
令和５,2023,11,人口増減率,,-0.03797
令和５,2023,11,社会増減率,,-0.00095
令和５,2023,11,自然増減率,,-0.03701
令和５,2023,12,世帯数増減,,-184
令和５,2023,12,人口増減,総数,-959
令和５,2023,12,人口増減,男,-713
令和５,2023,12,人口増減,女,-246
令和５,2023,12,社会増減,総数,427
令和５,2023,12,社会増減,男,96
令和５,2023,12,社会増減,女,331
令和５,2023,12,市外移動_転入,総数,9718
令和５,2023,12,市外移動_転入,男,5078
令和５,2023,12,市外移動_転入,女,4640
令和５,2023,12,市外移動_転出,総数,9298
令和５,2023,12,市外移動_転出,男,4946
令和５,2023,12,市外移動_転出,女,4352
令和５,2023,12,市内移動_転入,総数,5698
令和５,2023,12,市内移動_転入,男,2938
令和５,2023,12,市内移動_転入,女,2760
令和５,2023,12,市内移動_転出,総数,5694
令和５,2023,12,市内移動_転出,男,2935
令和５,2023,12,市内移動_転出,女,2759
令和５,2023,12,その他増減,総数,3
令和５,2023,12,その他増減,男,-39
令和５,2023,12,その他増減,女,42
令和５,2023,12,自然増減,総数,-1386
令和５,2023,12,自然増減,男,-809
令和５,2023,12,自然増減,女,-577
令和５,2023,12,出生,総数,1871
令和５,2023,12,出生,男,915
令和５,2023,12,出生,女,956
令和５,2023,12,死亡,総数,3257
令和５,2023,12,死亡,男,1724
令和５,2023,12,死亡,女,1533
令和５,2023,12,人口増減率,,-0.02544
令和５,2023,12,社会増減率,,0.01133
令和５,2023,12,自然増減率,,-0.03676
令和６,2024,1,世帯数増減,,-885
令和６,2024,1,人口増減,総数,-2502
令和６,2024,1,人口増減,男,-1374
令和６,2024,1,人口増減,女,-1128
令和６,2024,1,社会増減,総数,-365
令和６,2024,1,社会増減,男,-261
令和６,2024,1,社会増減,女,-104
令和６,2024,1,市外移動_転入,総数,9194
令和６,2024,1,市外移動_転入,男,4931
令和６,2024,1,市外移動_転入,女,4263
令和６,2024,1,市外移動_転出,総数,9560
令和６,2024,1,市外移動_転出,男,5140
令和６,2024,1,市外移動_転出,女,4420
令和６,2024,1,市内移動_転入,総数,4454
令和６,2024,1,市内移動_転入,男,2303
令和６,2024,1,市内移動_転入,女,2151
令和６,2024,1,市内移動_転出,総数,4453
令和６,2024,1,市内移動_転出,男,2302
令和６,2024,1,市内移動_転出,女,2151
令和６,2024,1,その他増減,総数,0
令和６,2024,1,その他増減,男,-53
令和６,2024,1,その他増減,女,53
令和６,2024,1,自然増減,総数,-2137
令和６,2024,1,自然増減,男,-1113
令和６,2024,1,自然増減,女,-1024
令和６,2024,1,出生,総数,1906
令和６,2024,1,出生,男,960
令和６,2024,1,出生,女,946
令和６,2024,1,死亡,総数,4043
令和６,2024,1,死亡,男,2073
令和６,2024,1,死亡,女,1970
令和６,2024,1,人口増減率,,-0.06638
令和６,2024,1,社会増減率,,-0.00968
令和６,2024,1,自然増減率,,-0.0567
令和６,2024,2,世帯数増減,,-166
令和６,2024,2,人口増減,総数,-1757
令和６,2024,2,人口増減,男,-784
令和６,2024,2,人口増減,女,-973
令和６,2024,2,社会増減,総数,69
令和６,2024,2,社会増減,男,156
令和６,2024,2,社会増減,女,-87
令和６,2024,2,市外移動_転入,総数,10092
令和６,2024,2,市外移動_転入,男,5436
令和６,2024,2,市外移動_転入,女,4656
令和６,2024,2,市外移動_転出,総数,10054
令和６,2024,2,市外移動_転出,男,5278
令和６,2024,2,市外移動_転出,女,4776
令和６,2024,2,市内移動_転入,総数,5232
令和６,2024,2,市内移動_転入,男,2652
令和６,2024,2,市内移動_転入,女,2580
令和６,2024,2,市内移動_転出,総数,5233
令和６,2024,2,市内移動_転出,男,2653
令和６,2024,2,市内移動_転出,女,2580
令和６,2024,2,その他増減,総数,32
令和６,2024,2,その他増減,男,-1
令和６,2024,2,その他増減,女,33
令和６,2024,2,自然増減,総数,-1826
令和６,2024,2,自然増減,男,-940
令和６,2024,2,自然増減,女,-886
令和６,2024,2,出生,総数,1688
令和６,2024,2,出生,男,916
令和６,2024,2,出生,女,772
令和６,2024,2,死亡,総数,3514
令和６,2024,2,死亡,男,1856
令和６,2024,2,死亡,女,1658
令和６,2024,2,人口増減率,,-0.04665
令和６,2024,2,社会増減率,,0.00183
令和６,2024,2,自然増減率,,-0.04848
令和６,2024,3,世帯数増減,,8285
令和６,2024,3,人口増減,総数,2674
令和６,2024,3,人口増減,男,1244
令和６,2024,3,人口増減,女,1430
令和６,2024,3,社会増減,総数,4347
令和６,2024,3,社会増減,男,2139
令和６,2024,3,社会増減,女,2208
令和６,2024,3,市外移動_転入,総数,26791
令和６,2024,3,市外移動_転入,男,14285
令和６,2024,3,市外移動_転入,女,12506
令和６,2024,3,市外移動_転出,総数,22734
令和６,2024,3,市外移動_転出,男,12268
令和６,2024,3,市外移動_転出,女,10466
令和６,2024,3,市内移動_転入,総数,6549
令和６,2024,3,市内移動_転入,男,3320
令和６,2024,3,市内移動_転入,女,3229
令和６,2024,3,市内移動_転出,総数,6548
令和６,2024,3,市内移動_転出,男,3318
令和６,2024,3,市内移動_転出,女,3230
令和６,2024,3,その他増減,総数,289
令和６,2024,3,その他増減,男,120
令和６,2024,3,その他増減,女,169
令和６,2024,3,自然増減,総数,-1673
令和６,2024,3,自然増減,男,-895
令和６,2024,3,自然増減,女,-778
令和６,2024,3,出生,総数,1629
令和６,2024,3,出生,男,835
令和６,2024,3,出生,女,794
令和６,2024,3,死亡,総数,3302
令和６,2024,3,死亡,男,1730
令和６,2024,3,死亡,女,1572
令和６,2024,3,人口増減率,,0.07102
令和６,2024,3,社会増減率,,0.11546
令和６,2024,3,自然増減率,,-0.04444
令和６,2024,4,世帯数増減,,6491
令和６,2024,4,人口増減,総数,5415
令和６,2024,4,人口増減,男,2928
令和６,2024,4,人口増減,女,2487
令和６,2024,4,社会増減,総数,6916
令和６,2024,4,社会増減,男,3772
令和６,2024,4,社会増減,女,3144
令和６,2024,4,市外移動_転入,総数,20260
令和６,2024,4,市外移動_転入,男,11229
令和６,2024,4,市外移動_転入,女,9031
令和６,2024,4,市外移動_転出,総数,13476
令和６,2024,4,市外移動_転出,男,7500
令和６,2024,4,市外移動_転出,女,5976
令和６,2024,4,市内移動_転入,総数,6259
令和６,2024,4,市内移動_転入,男,3164
令和６,2024,4,市内移動_転入,女,3095
令和６,2024,4,市内移動_転出,総数,6258
令和６,2024,4,市内移動_転出,男,3164
令和６,2024,4,市内移動_転出,女,3094
令和６,2024,4,その他増減,総数,131
令和６,2024,4,その他増減,男,43
令和６,2024,4,その他増減,女,88
令和６,2024,4,自然増減,総数,-1501
令和６,2024,4,自然増減,男,-844
令和６,2024,4,自然増減,女,-657
令和６,2024,4,出生,総数,1802
令和６,2024,4,出生,男,914
令和６,2024,4,出生,女,888
令和６,2024,4,死亡,総数,3303
令和６,2024,4,死亡,男,1758
令和６,2024,4,死亡,女,1545
令和６,2024,4,人口増減率,,0.14372
令和６,2024,4,社会増減率,,0.18356
令和６,2024,4,自然増減率,,-0.03984
令和６,2024,5,世帯数増減,,968
令和６,2024,5,人口増減,総数,-324
令和６,2024,5,人口増減,男,-181
令和６,2024,5,人口増減,女,-143
令和６,2024,5,社会増減,総数,1166
令和６,2024,5,社会増減,男,598
令和６,2024,5,社会増減,女,568
令和６,2024,5,市外移動_転入,総数,11374
令和６,2024,5,市外移動_転入,男,6138
令和６,2024,5,市外移動_転入,女,5236
令和６,2024,5,市外移動_転出,総数,10248
令和６,2024,5,市外移動_転出,男,5546
令和６,2024,5,市外移動_転出,女,4702
令和６,2024,5,市内移動_転入,総数,5527
令和６,2024,5,市内移動_転入,男,2787
令和６,2024,5,市内移動_転入,女,2740
令和６,2024,5,市内移動_転出,総数,5528
令和６,2024,5,市内移動_転出,男,2785
令和６,2024,5,市内移動_転出,女,2743
令和６,2024,5,その他増減,総数,41
令和６,2024,5,その他増減,男,4
令和６,2024,5,その他増減,女,37
令和６,2024,5,自然増減,総数,-1490
令和６,2024,5,自然増減,男,-779
令和６,2024,5,自然増減,女,-711
令和６,2024,5,出生,総数,1944
令和６,2024,5,出生,男,1014
令和６,2024,5,出生,女,930
令和６,2024,5,死亡,総数,3434
令和６,2024,5,死亡,男,1793
令和６,2024,5,死亡,女,1641
令和６,2024,5,人口増減率,,-0.00859
令和６,2024,5,社会増減率,,0.0309
令和６,2024,5,自然増減率,,-0.03949
令和６,2024,6,世帯数増減,,1106
令和６,2024,6,人口増減,総数,-536
令和６,2024,6,人口増減,男,-503
令和６,2024,6,人口増減,女,-33
令和６,2024,6,社会増減,総数,593
令和６,2024,6,社会増減,男,129
令和６,2024,6,社会増減,女,464
令和６,2024,6,市外移動_転入,総数,10239
令和６,2024,6,市外移動_転入,男,5437
令和６,2024,6,市外移動_転入,女,4802
令和６,2024,6,市外移動_転出,総数,9715
令和６,2024,6,市外移動_転出,男,5335
令和６,2024,6,市外移動_転出,女,4380
令和６,2024,6,市内移動_転入,総数,4948
令和６,2024,6,市内移動_転入,男,2495
令和６,2024,6,市内移動_転入,女,2453
令和６,2024,6,市内移動_転出,総数,4947
令和６,2024,6,市内移動_転出,男,2494
令和６,2024,6,市内移動_転出,女,2453
令和６,2024,6,その他増減,総数,68
令和６,2024,6,その他増減,男,26
令和６,2024,6,その他増減,女,42
令和６,2024,6,自然増減,総数,-1129
令和６,2024,6,自然増減,男,-632
令和６,2024,6,自然増減,女,-497
令和６,2024,6,出生,総数,1726
令和６,2024,6,出生,男,862
令和６,2024,6,出生,女,864
令和６,2024,6,死亡,総数,2855
令和６,2024,6,死亡,男,1494
令和６,2024,6,死亡,女,1361
令和６,2024,6,人口増減率,,-0.01421
令和６,2024,6,社会増減率,,0.01572
令和６,2024,6,自然増減率,,-0.02993
令和６,2024,7,世帯数増減,,500
令和６,2024,7,人口増減,総数,-421
令和６,2024,7,人口増減,男,-14
令和６,2024,7,人口増減,女,-407
令和６,2024,7,社会増減,総数,914
令和６,2024,7,社会増減,男,715
令和６,2024,7,社会増減,女,199
令和６,2024,7,市外移動_転入,総数,12057
令和６,2024,7,市外移動_転入,男,6614
令和６,2024,7,市外移動_転入,女,5443
令和６,2024,7,市外移動_転出,総数,11200
令和６,2024,7,市外移動_転出,男,5909
令和６,2024,7,市外移動_転出,女,5291
令和６,2024,7,市内移動_転入,総数,5844
令和６,2024,7,市内移動_転入,男,3028
令和６,2024,7,市内移動_転入,女,2816
令和６,2024,7,市内移動_転出,総数,5841
令和６,2024,7,市内移動_転出,男,3026
令和６,2024,7,市内移動_転出,女,2815
令和６,2024,7,その他増減,総数,54
令和６,2024,7,その他増減,男,8
令和６,2024,7,その他増減,女,46
令和６,2024,7,自然増減,総数,-1335
令和６,2024,7,自然増減,男,-729
令和６,2024,7,自然増減,女,-606
令和６,2024,7,出生,総数,2086
令和６,2024,7,出生,男,1090
令和６,2024,7,出生,女,996
令和６,2024,7,死亡,総数,3421
令和６,2024,7,死亡,男,1819
令和６,2024,7,死亡,女,1602
令和６,2024,7,人口増減率,,-0.01116
令和６,2024,7,社会増減率,,0.02423
令和６,2024,7,自然増減率,,-0.03539
令和６,2024,8,世帯数増減,,71
令和６,2024,8,人口増減,総数,-809
令和６,2024,8,人口増減,男,-546
令和６,2024,8,人口増減,女,-263
令和６,2024,8,社会増減,総数,716
令和６,2024,8,社会増減,男,293
令和６,2024,8,社会増減,女,423
令和６,2024,8,市外移動_転入,総数,9992
令和６,2024,8,市外移動_転入,男,5317
令和６,2024,8,市外移動_転入,女,4675
令和６,2024,8,市外移動_転出,総数,9375
令和６,2024,8,市外移動_転出,男,5050
令和６,2024,8,市外移動_転出,女,4325
令和６,2024,8,市内移動_転入,総数,5094
令和６,2024,8,市内移動_転入,男,2578
令和６,2024,8,市内移動_転入,女,2516
令和６,2024,8,市内移動_転出,総数,5094
令和６,2024,8,市内移動_転出,男,2578
令和６,2024,8,市内移動_転出,女,2516
令和６,2024,8,その他増減,総数,99
令和６,2024,8,その他増減,男,26
令和６,2024,8,その他増減,女,73
令和６,2024,8,自然増減,総数,-1525
令和６,2024,8,自然増減,男,-839
令和６,2024,8,自然増減,女,-686
令和６,2024,8,出生,総数,1892
令和６,2024,8,出生,男,1005
令和６,2024,8,出生,女,887
令和６,2024,8,死亡,総数,3417
令和６,2024,8,死亡,男,1844
令和６,2024,8,死亡,女,1573
令和６,2024,8,人口増減率,,-0.02145
令和６,2024,8,社会増減率,,0.01898
令和６,2024,8,自然増減率,,-0.04043
令和６,2024,9,世帯数増減,,1282
令和６,2024,9,人口増減,総数,103
令和６,2024,9,人口増減,男,-15
令和６,2024,9,人口増減,女,118
令和６,2024,9,社会増減,総数,1452
令和６,2024,9,社会増減,男,739
令和６,2024,9,社会増減,女,713
令和６,2024,9,市外移動_転入,総数,10994
令和６,2024,9,市外移動_転入,男,5983
令和６,2024,9,市外移動_転入,女,5011
令和６,2024,9,市外移動_転出,総数,9627
令和６,2024,9,市外移動_転出,男,5279
令和６,2024,9,市外移動_転出,女,4348
令和６,2024,9,市内移動_転入,総数,5030
令和６,2024,9,市内移動_転入,男,2506
令和６,2024,9,市内移動_転入,女,2524
令和６,2024,9,市内移動_転出,総数,5030
令和６,2024,9,市内移動_転出,男,2506
令和６,2024,9,市内移動_転出,女,2524
令和６,2024,9,その他増減,総数,85
